X,user_id,datetime,inv_num,store_name,store_address,item_name,unit_price,quantity,amount,donation_status,item_tag,item_brand_name,store_brand_name,county,city_area,segment
57264262,aad9fce2ca5ab1f997a64a8208e16decba1ea1ee3519246d74646d536baddf3e,2021-01-28 10:42:37,fa7210fc40150baff862ac09f224227e1853dee4e884ea8f76868f792153decb,愛進化科技股份有限公司,台北市中山區中山北路三段27號8F-2,SolidSuit for Google Pixel 4a - 經典黑(客製),747,1,747,FALSE,平板電腦,nan,犀牛盾_Rhinoshield,新北市,泰山區,Loyal Accounts
108322175,7400a2eaea5921f15eddbb89c88bf3439b0dcd0a0e6c1a5dffb3c3647d7db0be,2020-11-25 12:33:40,1b40ead53091f7ef764fcafbadbcdcc1db00dc4353a9d2818055e2643f591436,圓福茶飲專賣店,新北市土城區中央路二段242號,桌曆-鮮搾柳橙綠1+1(套餐9699,0,1,0,FALSE,綠茶,nan,大苑子_Dayungs,新北市,土城區,Loyal Accounts
100000557,461474db6a3f97ea088d4cef01296db8956a57917cdeb590c623461af008afe2,2021-05-22 23:59:59,04d4b9bf5d14d359e68b2f173a61fecb2b4d079feeabfdc1ca8e3fe146bd5e47,富邦媒體科技股份有限公司,台北市內湖區洲子街96號4樓,【Madame Heng 興太太】維他命E手工香皂150g(葡萄籽/酪梨/蘆薈),47,1,47,FALSE,沐浴清潔,nan,富邦媒體科技_Momo,新北市,三重區,Promising
24123484,d8726d896301aa9779ae77dfec28d1aa85552cb10231a674df2f67aba6980a82,2020-10-08 07:05:35,da2a4304dede13e57cd2ea72ddf00694b57cfc137c85cee00bb79004e00460ce,統一超商股份有限公司新竹縣第一六七分公司,新竹縣竹北市東興路二段39號,(選)台鹽海洋鹼性離子水PET600,22,4,88,FALSE,鹼性水,nan,統一超商_7Eleven,新竹縣,竹北市,At Risk
54794421,04317f08daa45861fdb31cc3b4939313f9288a93d0e2d3b471e30ae24613f468,2021-01-14 15:54:58,510eb3f583752a2a522219dafdc9d20dc0294c5f7fbda7ce7c4af48587c329a9,統一超商股份有限公司高雄市第五七一分公司,高雄市永安區維新路121號,2021開心花-常溫飲料0113*0LF7*,-14,1,-14,FALSE,其他飲料,nan,統一超商_7Eleven,高雄市,岡山區,Low Spenders
103880163,01a287e72fdbde43db0786c11f9f18525a377ac97c4c8dd8988487f19f3148c4,2021-09-04 10:50:57,a23d29964cb45fcfc3a5880ca7184909b7af73a7986dbe68954466bd3bceda4f,彼緹娃藝術蛋糕烘焙坊,臺南市佳里區民安里同安寮1-1號,禮盒伴手禮,20,1,20,FALSE,無法分類,nan,nan,臺南市,東區,New Active Accounts
92998212,3f595c4401276d833025f49a9af0a40e3bab2aceb953fb0afe4161dfc3215f0a,2021-04-12 12:23:42,527e9e8529daa374b024bf23f3aefc7b264b2b948ff364b691f8d22fbab72504,全家便利商店股份有限公司崇合分公司,台北市北投區清江里三合街二段４８７號１樓,維大力汽水,20,1,20,FALSE,碳酸飲料,nan,全家便利商店_Familymart,桃園市,桃園區,Potential Loyalist
93784488,f9588c77ab721922d2f7b860f8e9c1b0e91ca2e59f96ba613d046efa5f28102f,2021-09-02 18:03:00,778ee0ebec9a8230ccec0aa52b03e01fd4fa90fe3976d64a60f98c2268151806,和德昌股份有限公司屏東自由分公司,屏東縣屏東市自由路498之3號,HM配-蘋果袋,25,1,25,FALSE,生鮮水果,nan,麥當勞_Mcdonalds,屏東縣,屏東市,Low Spenders
65257487,68413cc2d4dca13f326d157d6bdf1180364a016bfd0411ae41071336c3301182,2021-12-31 11:44:52,ac67d3d103289aad409d68ef7327acd69f04a0efaed5120a78841156fddc420d,春三商行,nan,(Ｅ)我愛查理牛排,380,2,760,FALSE,牛料理,nan,nan,臺中市,西區,Promising
14773872,ad8366f3debd8e4aa188521bc049e66c276cbff606d433e71377343ebc621a29,2020-12-17 09:24:53,7244fbf8aa82e1f9890b333df33f94f726e17b5e5048e120e24baf1eac4f4eca,統一超商股份有限公司高雄市第三三一分公司,高雄市鳳山區文衡里八德路305號1樓,(A)瑞穗鮮乳930ml(盒),92,1,92,FALSE,鮮奶,nan,統一超商_7Eleven,臺北市,信義區,Loyal Accounts
